xmlns,id,name,market,alias,team__full__name,founded,reference,venue__name,venue__capacity,venue__city,venue__state,venue__state__name,venue__country,hierarchy__|,hierarchy__|__id,hierarchy__|__name,hierarchy__|__alias,coaches__coach__id,coaches__coach__full_name,coaches__coach__first_name,coaches__coach__last_name,coaches__coach__position,coaches__coach__experience,coaches__coach__reference,players__player__id,players__player__status,players__player__full_name,players__player__first_name,players__player__last_name,players__player__abbr_name,players__player__height,players__player__weight,players__player__position,players__player__primary_position,players__player__jersey_number,players__player__experience,players__player__college,players__player__birth_place,players__player__birth_state,players__player__birth_state_code,players__player__birth_country,players__player__birth_country_code,players__player__birthdate,players__player__age,players__player__draft__year
,,,,,,,,,,,,,,,,,,,,,,,,,ea8a18e4-1341-48f1-b75d-5bbac8d789d4,ACT,Michael Kidd-Gilchrist,Michael,Kidd-Gilchrist,M.Kidd-Gilchrist,79,232,F,SF,14,6,Kentucky,"Philadelphia, PA, USA",Pennsylvania,PA,USA,USA,26/09/1993,25,2012
,,,,,,,,,,,,,,,,,,,,,,,,,ee6b8f67-08cc-4d6f-ac8a-9f7c2432cb80,ACT,Shelvin Mack,Shelvin,Mack,S.Mack,75,203,G,PG,6,7,Butler,"Lexington, KY, USA",Kentucky,KY,USA,USA,22/04/1990,28,2011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://feed.elasticstats.com/schema/basketball/team-v2.0.xsd,583ec5fd-fb46-11e1-82cb-f4ce4684ea4c,Bulls,Chicago,CHI,Chicago Bulls,1966,1610612741,United Center,20917,Chicago,IL,Illinois,USA,league,4353138d-4c22-4396-95d8-5f587d2df25c,NBA,NBA,98cc73f8-2a3d-4d1d-8de3-4b625a8911c1,Jim Boylen,Jim,Boylen,Head Coach,1,1256,036f914a-aad0-4ff1-9771-54f9e963d1b8,ACT,Denzel Valentine,Denzel,Valentine,D.Valentine,78,210,G,PG,45,2,Michigan State,"Lansing, MI, USA",Michigan,MI,USA,USA,16/11/1993,24,2016
,,,,,,,,,,,,,,conference,3960cfac-7361-4b30-bc25-8d393de6f62f,EASTERN CONFERENCE,EASTERN,,,,,,,,18cfec39-20a4-4ec3-9f00-6e62b5a61798,ACT,Timothe Luwawu-Cabarrot,Timothe,Luwawu-Cabarrot,T.Luwawu-Cabarrot,78,210,G-F,SG,7,2,,"Cannes,, FRA",,,France,FRA,09/05/1995,23,2016
,,,,,,,,,,,,,,division,f3aaf23a-1ceb-46ef-8fef-9403692e801b,Central,CENTRAL,,,,,,,,3f64e9a6-6e1e-499b-aec8-764c99f634b2,ACT,Cristiano Felicio,Cristiano,Felicio,C.Felicio,82,265,F-C,PF,6,3,,"Pouso Alegre,, BRA",,,Brazil,BRA,07/07/1992,26,2014
,,,,,,,,,,,,,,,,,,,,,,,,,4c01da5f-42ff-4da6-bb4f-a4c5fd4e4665,ACT,Brandon Sampson,Brandon,Sampson,B.Sampson,77,184,G,NA,44,0,LSU,"Baton Rouge, LA, USA",Louisiana,LA,USA,USA,01/05/1997,21,2018
,,,,,,,,,,,,,,,,,,,,,,,,,52cd8137-c791-4569-ad70-433e25d34882,NWT,Daniel Gafford,Daniel,Gafford,D.Gafford,83,234,F-C,PF,,0,Arkansas,"El Dorado, AR, USA",Arkansas,AR,USA,USA,01/10/1998,20,2019
,,,,,,,,,,,,,,,,,,,,,,,,,56c796d6-74d3-4881-9166-7f528e2b67f6,ACT,Kris Dunn,Kris,Dunn,K.Dunn,76,205,G,PG,32,2,Providence,"New London, CT, USA",Conneticut,CT,USA,USA,18/03/1994,24,2016
,,,,,,,,,,,,,,,,,,,,,,,,,583d7994-36f9-4a9a-b527-c18704406981,ACT,Lauri Markkanen,Lauri,Markkanen,L.Markkanen,84,240,F,PF,24,1,Arizona,"Vantaa,, FIN",,,Finland,FIN,22/05/1997,21,2017
,,,,,,,,,,,,,,,,,,,,,,,,,5d9dd021-537d-478d-8540-2d2708f356f4,ACT,Chandler Hutchison,Chandler,Hutchison,C.Hutchison,79,197,F,SF,15,0,Boise State,"Mission Viejo, CA, USA",California,CA,USA,USA,26/04/1996,22,2018
,,,,,,,,,,,,,,,,,,,,,,,,,73e01c06-7df1-4190-8c5d-62453c66b9bc,ACT,Shaquille Harrison,Shaquille,Harrison,S.Harrison,76,190,G,PG,3,1,Tulsa,"Kansas City, MO, USA",Missuouri,MO,USA,USA,06/10/1993,25,2016
,,,,,,,,,,,,,,,,,,,,,,,,,744d5db7-b0be-474a-a58b-6ddf7ae35567,ACT,Wendell Carter Jr.,Wendell,Carter Jr.,W.Carter,82,255,F,PF,34,0,Duke,"Fairburn, GA, USA",Georgia,GA,USA,USA,16/04/1999,19,2018
,,,,,,,,,,,,,,,,,,,,,,,,,792fdc1e-e833-4777-a372-11e93e457480,ACT,Otto Porter Jr.,Otto,Porter Jr.,O.Porter,80,198,F,SF,22,5,Georgetown,"St. Louis, MO, USA",Missuouri,MO,USA,USA,03/06/1993,25,2013
,,,,,,,,,,,,,,,,,,,,,,,,,7c2dc4ed-5d14-4342-9fe7-18c66fdcb6ab,ACT,Ryan Arcidiacono,Ryan,Arcidiacono,R.Arcidiacono,75,200,G,PG,51,1,Villanova,"Langhorne, PA, USA",Pennsylvania,PA,USA,USA,26/03/1994,24,2016
,,,,,,,,,,,,,,,,,,,,,,,,,9a0086b5-34ef-4a6c-bcef-0ec495fc3bcc,ACT,Walt Lemon Jr.,Walter,Lemon Jr.,W.Lemon,75,180,G,SG,25,1,Bradley,"Chicago, IL, USA",Illinois,IL,USA,USA,26/07/1992,26,2014
,,,,,,,,,,,,,,,,,,,,,,,,,a1e46e84-bd9e-454d-9117-a8fa1aab0ce4,NWT,Coby White,Coby,White,C.White,77,185,G,PG,0,0,North Carolina,"Goldsboro, NC, USA",North Carolina,NC,USA,USA,16/02/2000,18,2019
,,,,,,,,,,,,,,,,,,,,,,,,,b6ceacd1-00f8-4e51-a186-bcbf02928e80,ACT,Wayne Selden Jr.,Wayne,Selden,W.Selden,77,230,G-F,SG,14,2,Kansas,"Roxbury, MA, USA",Massachussetts,MA,USA,USA,30/09/1994,24,2016
,,,,,,,,,,,,,,,,,,,,,,,,,c2bac78f-8223-4531-bda3-666fede8cb20,D-LEAGUE,Rawle Alkins,Rawle,Alkins,R.Alkins,77,225,G,SG,20,0,Arizona,"Brooklyn, NY, USA",New York,NY,USA,USA,29/10/1997,20,2018
,,,,,,,,,,,,,,,,,,,,,,,,,db72e294-1c54-454a-96b9-0b4fd2f38112,ACT,Zach LaVine,Zach,LaVine,Z.LaVine,77,200,G,SG,8,4,UCLA,"Renton, WA, USA",Washington,WA,USA,USA,10/03/1995,23,2014
,,,,,,,,,,,,,,,,,,,,,,,,,e521ef3c-7892-4f14-a560-df320872d59a,ACT,Robin Lopez,Robin,Lopez,R.Lopez,84,275,C,C,42,10,Stanford,"Los Angeles, CA, USA",California,CA,USA,USA,01/04/1988,30,2008
,,,,,,,,,,,,,,,,,,,,,,,,,e906a009-a7c4-4c31-b6f8-38cb61d4e13b,ACT,Antonio Blakeney,Antonio,Blakeney,A.Blakeney,76,192,G,SG,9,1,Louisiana State,"New York, NY, USA",New York,NY,USA,USA,04/10/1996,22,2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://feed.elasticstats.com/schema/basketball/team-v2.0.xsd,583ec773-fb46-11e1-82cb-f4ce4684ea4c,Cavaliers,Cleveland,CLE,Cleveland Cavaliers,1970,1610612739,Quicken Loans Arena,20562,Cleveland,OH,Ohio,USA,league,4353138d-4c22-4396-95d8-5f587d2df25c,NBA,NBA,1598cced-3ac0-4690-ae78-a0c90e6ef953,John Beilein,John,Beilein,Head Coach,,0,03d77214-5780-4715-8df2-13de3af5ea2d,ACT,Jordan Clarkson,Jordan,Clarkson,J.Clarkson,77,194,G,SG,8,4,Missouri,"San Antonio, TX, USA",Texas,TX,USA,USA,07/06/1992,26,2014
,,,,,,,,,,,,,,conference,3960cfac-7361-4b30-bc25-8d393de6f62f,EASTERN CONFERENCE,EASTERN,,,,,,,,0995484b-0a2c-4dda-abd3-56bc7a29fb05,D-LEAGUE,Jaron Blossomgame,Jaron,Blossomgame,J.Blossomgame,80,220,F,SF,4,0,Clemson,"Alpharetta, GA, USA",Georgia,GA,USA,USA,16/09/1993,25,2017
,,,,,,,,,,,,,,division,f3aaf23a-1ceb-46ef-8fef-9403692e801b,Central,CENTRAL,,,,,,,,2ccaaefc-917d-4e2a-b7c6-947836c38c6f,ACT,Nik Stauskas,Nik,Stauskas,N.Stauskas,78,205,G,SG,1,4,Michigan,"Mississauga, ON, CAN",Ontario,ON,Canada,CAN,07/10/1993,25,2014
,,,,,,,,,,,,,,,,,,,,,,,,,335097c3-7919-49d5-80b0-8062d5d3e89c,ACT,Tristan Thompson,Tristan,Thompson,T.Thompson,82,238,C-F,C,13,7,Texas,"Toronto, ON, CAN",Ontario,ON,Canada,CAN,13/03/1991,27,2011
,,,,,,,,,,,,,,,,,,,,,,,,,4d3a5b96-f4e1-424f-b8e2-1995b0eaa5d7,ACT,Channing Frye,Channing,Frye,C.Frye,84,255,F-C,PF,9,12,Arizona,"White Plains, NY, USA",New York,NY,USA,USA,17/05/1983,35,2005
,,,,,,,,,,,,,,,,,,,,,,,,,5934134d-0d27-42ea-a554-4b0e3e85ce56,NWT,JR Smith,JR,Smith,J.Smith,78,225,G-F,SG,5,14,St. Benedict's Prep (NJ),"Freehold Borough, NJ, USA",New Jersey,NJ,USA,USA,09/09/1985,33,2004
,,,,,,,,,,,,,,,,,,,,,,,,,643ac9e3-9e95-4611-b5ac-8a5416046ec5,ACT,Marquese Chriss,Marquese,Chriss,M.Chriss,82,240,F,PF,3,2,Washington,"Rancho Cordova, CA, USA",California,CA,USA,USA,02/07/1997,21,2016
,,,,,,,,,,,,,,,,,,,,,,,,,7d615ccd-db96-42a3-9a6c-7f18ea25634e,ACT,Kevin Love,Kevin,Love,K.Love,82,251,F-C,PF,0,10,UCLA,"Santa Monica, CA, USA",California,CA,USA,USA,07/09/1988,30,2008
,,,,,,,,,,,,,,,,,,,,,,,,,80b5cccf-203b-4482-92aa-76d1598216be,ACT,Collin Sexton,Collin,Sexton,C.Sexton,74,190,G,PG,2,0,Alabama,"Marietta, GA, USA",Georgia,GA,USA,USA,04/01/1999,19,2018
,,,,,,,,,,,,,,,,,,,,,,,,,870310f0-9480-453a-8b33-a62f283c5eda,NWT,Dylan Windler,Dylan,Windler,D.Windler,80,200,G-F,SG,,0,Belmont,"Indianapolis, IN, USA",Indiana,IN,USA,USA,22/09/1996,22,2019
,,,,,,,,,,,,,,,,,,,,,,,,,8d44cd91-6f42-4bf0-bb95-d7668d076f0a,ACT,Deng Adel,Deng,Adel,D.Adel,79,200,F,SF,32,0,Louisville,"Juba,, SDN",,,Sudan,SDN,01/02/1997,21,2018
,,,,,,,,,,,,,,,,,,,,,,,,,ad389979-d1d5-4f26-ad64-3e516b3373a3,ACT,Larry Nance Jr.,Larry,Nance Jr.,L.Nance,81,230,F,SF,22,3,Wyoming,"Akron, OH, USA",Ohio,OH,USA,USA,01/01/1993,25,2015
,,,,,,,,,,,,,,,,,,,,,,,,,b79b88e1-35ef-4947-8a61-f6ec631a1e15,NWT,Darius Garland,Darius,Garland,D.Garland,74,174,G,PG,,0,Vanderbilt,"Gary, IN, USA",Indiana,IN,USA,USA,26/01/2000,18,2019
,,,,,,,,,,,,,,,,,,,,,,,,,c555e067-c4d5-43f6-99af-716b6005cbba,ACT,John Henson,John,Henson,J.Henson,83,219,C-F,C,31,6,North Carolina,"Greensboro, NC, USA",North Carolina,NC,USA,USA,28/12/1990,27,2012
,,,,,,,,,,,,,,,,,,,,,,,,,ca5ad700-2ed9-453a-9abe-08eb8edb601c,NWT,Kevin Porter Jr.,Kevin,Porter,K.Porter,78,218,G,SG,,0,USC,"Seattle, WA, USA",Washington,WA,USA,USA,04/05/2000,18,2019
,,,,,,,,,,,,,,,,,,,,,,,,,d8570bcf-9513-47d6-8f21-2f86625e58df,ACT,Cedi Osman,Cedi,Osman,C.Osman,80,215,F,SF,16,1,,"Ohrid,, MKD",,,Macedonia,MKD,08/04/1995,23,2015
,,,,,,,,,,,,,,,,,,,,,,,,,ef58422e-c7df-4432-8497-0cbb31e90c32,ACT,Matthew Dellavedova,Matthew,Dellavedova,M.Dellavedova,76,200,G,PG,18,5,Saint Mary's (CA),"Maryborough,, AUS",,,Australia,AUS,08/09/1990,28,2013
,,,,,,,,,,,,,,,,,,,,,,,,,f3edc230-a6f4-49f0-ad96-deebb00db0d1,ACT,Ante Zizic,Ante,Zizic,A.Zizic,83,254,C,C,41,1,,"Split,, HRV",,,Croatia,HRV,04/01/1997,21,2016
,,,,,,,,,,,,,,,,,,,,,,,,,f58a9803-0ede-4c0b-acbd-08bc0da229af,ACT,Brandon Knight,Brandon,Knight,B.Knight,75,195,G,PG,20,6,Kentucky,"Miami, FL, USA",Florida,FL,USA,USA,02/12/1991,26,2011
,,,,,,,,,,,,,,,,,,,,,,,,,fe9b0c91-5964-4681-8f1b-e76b5d912b23,ACT,David Nwaba,David,Nwaba,D.Nwaba,76,219,G,SG,12,2,Cal Poly - San Luis Obispo,"Los Angeles, CA, USA",California,CA,USA,USA,14/01/1993,25,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://feed.elasticstats.com/schema/basketball/team-v2.0.xsd,583ecf50-fb46-11e1-82cb-f4ce4684ea4c,Mavericks,Dallas,DAL,Dallas Mavericks,1980,1610612742,American Airlines Center,19200,Dallas,TX,Texas,USA,league,4353138d-4c22-4396-95d8-5f587d2df25c,NBA,NBA,cfa97156-3fcd-425b-b7cb-30d215bb3da6,Rick Carlisle,Rick,Carlisle,Head Coach,17,1320,067db21b-7c05-419e-9c98-2bf71ca5d84b,ACT,Salah Mejri,Salah,Mejri,S.Mejri,86,235,C,C,50,3,,"Jendouba,, TUN",,,Tunisia,TUN,15/06/1986,32,2008
,,,,,,,,,,,,,,conference,7fe7e212-de01-4f8f-a31d-b9f0a95731e3,WESTERN CONFERENCE,WESTERN,,,,,,,,1c6ea43f-a36a-4222-86ab-504f4af6fb4e,ACT,Justin Jackson,Justin,Jackson,J.Jackson,80,210,F,SF,44,1,North Carolina,"Houston, TX, USA",Texas,TX,USA,USA,28/03/1995,23,2017
,,,,,,,,,,,,,,division,1d29f94c-9587-494b-a232-feb20a40eb4c,Southwest,SOUTHWEST,,,,,,,,24d85151-2c97-4f67-a993-7cbb3d2608b7,ACT,Devin Harris,Devin,Harris,D.Harris,75,185,G,PG,34,14,Wisconsin,"Milwaukee, WI, USA",Wisconsin,WI,USA,USA,27/02/1983,35,2004
,,,,,,,,,,,,,,,,,,,,,,,,,35cd1338-c56b-4247-b53c-264585c59883,ACT,Tim Hardaway Jr.,Tim,Hardaway Jr.,T.Hardaway Jr.,78,205,F-G,SF,11,5,Michigan,"Miami, FL, USA",Florida,FL,USA,USA,16/03/1992,26,2013
,,,,,,,,,,,,,,,,,,,,,,,,,3c5901ef-af1d-441d-aeed-8e0a93cead49,ACT,Kristaps Porzingis,Kristaps,Porzingis,K.Porzingis,87,240,F-C,PF,6,3,,"Liepaja,, LVA",,,Latvia,LVA,02/08/1995,23,2015
,,,,,,,,,,,,,,,,,,,,,,,,,3ef70a50-cd0d-4148-a1ad-ca830a1a9046,ACT,Maxi Kleber,Maxi,Kleber,M.Kleber,83,240,F,PF,42,1,,"Wurzburg,, DEU",,,Germany,DEU,29/01/1992,26,2014
,,,,,,,,,,,,,,,,,,,,,,,,,426357dc-340b-4d89-8e3b-7d6b4022b460,ACT,Dorian Finney-Smith,Dorian,Finney-Smith,D.Finney-Smith,80,220,F,SF,10,2,Florida,"Portsmouth, VA, USA",Virginia,VA,USA,USA,04/05/1993,25,2016
,,,,,,,,,,,,,,,,,,,,,,,,,5247355c-121e-4053-8627-54d99e61d518,ACT,Courtney Lee,Courtney,Lee,C.Lee,77,215,G,SG,1,10,Western Kentucky,"Indianapolis, IN, USA",Indiana,IN,USA,USA,03/10/1985,33,2008
,,,,,,,,,,,,,,,,,,,,,,,,,572261e2-8ad9-4198-969d-16cad41fdef3,ACT,Trey Burke,Trey,Burke,T.Burke,73,175,G,PG,23,5,Michigan,"Columbus, OH, USA",Ohio,OH,USA,USA,12/11/1992,25,2013
,,,,,,,,,,,,,,,,,,,,,,,,,8d3edba8-9004-4199-9328-cc2208e8b0d3,ACT,Jalen Brunson,Jalen,Brunson,J.Brunson,75,190,G,PG,13,0,Villanova,"New Brunswick, NJ, USA",New Jersey,NJ,USA,USA,31/08/1996,22,2018
,,,,,,,,,,,,,,,,,,,,,,,,,a465418b-0933-40b4-8f01-253d046872e1,ACT,Dwight Powell,Dwight,Powell,D.Powell,83,240,F-C,PF,7,4,Stanford,"Toronto, ON, CAN",Ontario,ON,Canada,CAN,20/07/1991,27,2014
,,,,,,,,,,,,,,,,,,,,,,,,,b4fb962d-4f36-4b82-89e3-dec4733329c3,ACT,Dirk Nowitzki,Dirk,Nowitzki,D.Nowitzki,84,245,F,PF,41,20,,"Wurzburg,, DEU",,,Germany,DEU,19/06/1978,40,1998
,,,,,,,,,,,,,,,,,,,,,,,,,b6cdfbf4-fd3f-46f3-b889-732b3bae1da8,ACT,J.J. Barea,J.J.,Barea,J.Barea,72,185,G,PG,5,12,Northeastern,"Mayaguez,, PRI",,,Puerto Rico,PRI,26/06/1984,34,2006
,,,,,,,,,,,,,,,,,,,,,,,,,bde20b39-128b-4224-a36c-e23abc623446,NWT,Isaiah Roby,Isaiah,Roby,I.Roby,80,230,F,SF,,0,Nebraska,"Dixon, IL, USA",Illinois,IL,USA,USA,03/02/1998,20,2019
,,,,,,,,,,,,,,,,,,,,,,,,,bf954461-55cd-4699-8a66-4288bb16edd7,ACT,Ryan Broekhoff,Ryan,Broekhoff,R.Broekhoff,79,215,G-F,SG,45,0,Valparaiso,"Melbourne,, AUS",,,Australia,AUS,23/08/1990,28,2013
,,,,,,,,,,,,,,,,,,,,,,,,,d1b4d512-869c-497d-b40f-c0215051645b,ACT,Kostas Antetokounmpo,Kostas,Antetokounmpo,K.Antetokounmpo,82,200,F,SF,37,0,Dayton,"Athens,, GRC",,,Greece,GRC,20/11/1997,20,2018
,,,,,,,,,,,,,,,,,,,,,,,,,d2ee92e9-3e72-45eb-b156-2dc5adc1e6f7,ACT,Luka Doncic,Luka,Doncic,L.Doncic,79,218,G-F,SG,77,0,,"Ljublijan,, SVN",,,Slovenia,SVN,28/02/1999,19,2018
,,,,,,,,,,,,,,,,,,,,,,,,,e6150f03-1e5d-437f-9b80-a52c3e9a32a7,ACT,Daryl Macon,Daryl,Macon,D.Macon,75,185,G,PG,3,0,Arkansas,"Little Rock, AR, USA",Arkansas,AR,USA,USA,29/11/1995,22,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://feed.elasticstats.com/schema/basketball/team-v2.0.xsd,583ed102-fb46-11e1-82cb-f4ce4684ea4c,Nuggets,Denver,DEN,Denver Nuggets,1967,1610612743,Pepsi Center,19520,Denver,CO,Colorado,USA,league,4353138d-4c22-4396-95d8-5f587d2df25c,NBA,NBA,9b3f6de7-52d7-4aa7-b76a-ee78dd3c0d30,Michael Malone,Michael,Malone,Head Coach,6,2610,0b79911f-cd24-46d1-9b05-49fe937aa75e,ACT,Jarred Vanderbilt,Jarred,Vanderbilt,J.Vanderbilt,81,214,F,SF,8,0,Kentucky,"Houston, TX, USA",Texas,TX,USA,USA,03/04/1999,19,2018
,,,,,,,,,,,,,,conference,7fe7e212-de01-4f8f-a31d-b9f0a95731e3,WESTERN CONFERENCE,WESTERN,,,,,,,,3a7d6510-00e9-4265-81df-864a1f547269,ACT,Michael Porter Jr.,Michael,Porter Jr.,M.Porter,82,210,F,PF,1,0,Missouri,"Columbia, MO, USA",Missouri,MO,USA,USA,29/06/1998,20,2018
,,,,,,,,,,,,,,division,12bf14ba-eb16-4c6f-8275-e801b6947c1e,Northwest,NORTHWEST,,,,,,,,41beee56-6897-4e16-8693-f4ee7d357f77,ACT,Thomas Welsh,Thomas,Welsh,T.Welsh,84,255,C,C,45,0,California-Los Angeles,"Torrance, CA, USA",California,CA,USA,USA,03/02/1996,22,2018
,,,,,,,,,,,,,,,,,,,,,,,,,48b05ddf-0a9f-4426-9394-231c54726eaa,ACT,Monte Morris,Monte,Morris,M.Morris,75,175,G,PG,11,1,Iowa State,"Grand Rapids, MI, USA",Michigan,MI,USA,USA,27/06/1995,23,2017
,,,,,,,,,,,,,,,,,,,,,,,,,55f10af0-4b71-4693-aa82-435e958ab560,ACT,Trey Lyles,Trey,Lyles,T.Lyles,82,234,F,PF,7,3,Kentucky,"Saskatoon, SK, CAN",Saskatchewan,SK,Canada,CAN,05/11/1995,22,2015
,,,,,,,,,,,,,,,,,,,,,,,,,59f6f688-7000-4cf5-a27f-a1980dd86d93,ACT,Paul Millsap,Paul,Millsap,P.Millsap,80,246,F,PF,4,12,Louisiana Tech,"Monroe, LA, USA",Louisiana,LA,USA,USA,10/02/1985,33,2006
,,,,,,,,,,,,,,,,,,,,,,,,,6395ff32-c9b6-4ad0-8f0f-dce474274725,NWT,Bol Bol,Bol,Bol,B.Bol,86,208,C,C,,0,Oregon,"Khartoum,, SDN",,,Sudan,SDN,16/11/1999,19,2019
,,,,,,,,,,,,,,,,,,,,,,,,,685576ef-ea6c-4ccf-affd-18916baf4e60,ACT,Jamal Murray,Jamal,Murray,J.Murray,76,207,G,PG,27,2,Kentucky,"Kitchener, ON, CAN",Ontario,ON,Canada,CAN,23/02/1997,22,2016
,,,,,,,,,,,,,,,,,,,,,,,,,6b5d0264-fa2d-4956-919b-61abfc6bb8d7,ACT,Gary Harris,Gary,Harris,G.Harris,76,210,G,SG,14,4,Michigan State,"Fishers, IN, USA",Indiana,IN,USA,USA,14/09/1994,24,2014
,,,,,,,,,,,,,,,,,,,,,,,,,85e1279a-77c4-49a7-bfa0-7699e64b581f,ACT,Will Barton,Will,Barton,W.Barton,78,190,G,SG,5,6,Memphis,"Baltimore, MD, USA",Maryland,MD,USA,USA,06/01/1991,27,2012
,,,,,,,,,,,,,,,,,,,,,,,,,9570a938-324f-40e8-92dd-8a4fcf4a953b,ACT,Mason Plumlee,Mason,Plumlee,M.Plumlee,83,235,F-C,PF,24,5,Duke,"Fort Wayne, IN, USA",Indiana,IN,USA,USA,05/03/1990,28,2013
,,,,,,,,,,,,,,,,,,,,,,,,,ab6f22fc-0ad6-4323-a5fe-343e6f05e7e0,D-LEAGUE,Brandon Goodwin,Brandon,Goodwin,B.Goodwin,74,180,G,PG,6,0,Florida Gulf Coast,"Norcross, GA, USA",Georgia,GA,USA,USA,02/10/1995,23,2018
,,,,,,,,,,,,,,,,,,,,,,,,,bda5388e-a657-4e2c-8e12-6ed474518d25,ACT,Isaiah Thomas,Isaiah,Thomas,I.Thomas,69,185,G,PG,0,7,Washington,"Tacoma, WA, USA",Washington,WA,USA,USA,07/02/1989,29,2011
,,,,,,,,,,,,,,,,,,,,,,,,,c14eba17-879a-461e-9413-bf71a378de6e,ACT,Torrey Craig,Torrey,Craig,T.Craig,79,215,F,SF,3,1,South Carolina Upstate,"Rock Hill, SC, USA",South Carolina,SC,USA,USA,19/12/1990,27,2014
,,,,,,,,,,,,,,,,,,,,,,,,,c1ff3e58-266f-4183-9fa1-d7c914cf4886,ACT,Juancho Hernangomez,Juancho,Hernangomez,J.Hernangomez,81,230,F,SF,41,2,,"Madrid,, ESP",,,Spain,ESP,28/09/1995,23,2016
,,,,,,,,,,,,,,,,,,,,,,,,,d3392ee6-cbe4-419e-bbd5-1b658d83e10e,ACT,Malik Beasley,Malik,Beasley,M.Beasley,77,195,G,SG,25,2,Florida State,"Alpharetta, GA, USA",Georgia,GA,USA,USA,26/11/1996,21,2016
,,,,,,,,,,,,,,,,,,,,,,,,,f2625432-3903-4f90-9b0b-2e4f63856bb0,ACT,Nikola Jokic,Nikola,Jokic,N.Jokic,84,250,C,C,15,3,,"Sombor,, SRB",,,Serbia,SRB,19/02/1995,23,2014
,,,,,,,,,,,,,,,,,,,,,,,,,f9b41748-5ab8-4ff7-9fc8-ecfec9f12d4b,D-LEAGUE,Tyler Lydon,Tyler,Lydon,T.Lydon,82,225,F,PF,20,1,Syracuse,"Elizaville, NY, USA",New York,NY,USA,USA,09/04/1996,22,2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://feed.elasticstats.com/schema/basketball/team-v2.0.xsd,583ec928-fb46-11e1-82cb-f4ce4684ea4c,Pistons,Detroit,DET,Detroit Pistons,1941,1610612765,Little Caesars Arena,20491,Detroit,MI,Michigan,USA,league,4353138d-4c22-4396-95d8-5f587d2df25c,NBA,NBA,fbe93e49-124d-46af-84c5-2b9b2478a140,Dwane Casey,Dwane,Casey,Head Coach,10,1335,05a90cd6-73de-43d5-9d30-bc2588d03262,ACT,Ish Smith,Ish,Smith,I.Smith,72,175,G,PG,14,8,Wake Forest,"Charlotte, NC, USA",North Carolina,NC,USA,USA,05/07/1988,30,2010
,,,,,,,,,,,,,,conference,3960cfac-7361-4b30-bc25-8d393de6f62f,EASTERN CONFERENCE,EASTERN,,,,,,,,091b9279-be2e-4b31-ad56-a1feb9e2a203,D-LEAGUE,Isaiah Whitehead,Isaiah,Whitehead,I.Whitehead,76,213,G,PG,12,2,Seton Hall,"Brooklyn, NY, USA",New York,NY,USA,USA,08/03/1995,23,2016
,,,,,,,,,,,,,,division,f3aaf23a-1ceb-46ef-8fef-9403692e801b,Central,CENTRAL,,,,,,,,138f5c1f-b8e6-4e7c-b8ef-ecb7faa7b936,ACT,Langston Galloway,Langston,Galloway,L.Galloway,74,200,G,PG,9,4,Saint Joseph's,"Baton Rouge, LA, USA",Louisiana,LA,USA,USA,09/12/1991,26,2014
,,,,,,,,,,,,,,,,,,,,,,,,,17541179-e1c9-4191-aefb-63f4c20daf48,ACT,Khyri Thomas,Khyri,Thomas,K.Thomas,75,210,G,SG,13,0,Creighton,"Omaha, NE, USA",Nebraska,NE,USA,USA,08/05/1996,22,2018
,,,,,,,,,,,,,,,,,,,,,,,,,18358040-89d8-4e25-a6a6-9e209c26fb3a,ACT,Blake Griffin,Blake,Griffin,B.Griffin,82,250,F,PF,23,8,Oklahoma,"Oklahoma City, OK, USA",Oklahoma,OK,USA,USA,16/03/1989,29,2009
,,,,,,,,,,,,,,,,,,,,,,,,,26414d70-d298-4999-a391-2eee2dd7067d,ACT,Tony Snell,Tony,Snell,T.Snell,79,213,G,SG,21,5,New Mexico,"Watts, CA, USA",California,CA,USA,USA,10/11/1991,26,2013
,,,,,,,,,,,,,,,,,,,,,,,,,440b769d-2b8b-477f-80d7-cb21d83c0d52,ACT,Andre Drummond,Andre,Drummond,A.Drummond,83,279,C,C,0,6,Connecticut,"Mount Vernon, NY, USA",New York,NY,USA,USA,10/08/1993,25,2012
,,,,,,,,,,,,,,,,,,,,,,,,,47e00cc4-53ca-453b-993a-0f58279e2a94,ACT,Wayne Ellington,Wayne,Ellington,W.Ellington,77,200,G,SG,20,9,North Carolina,"Wynnewood, PA, USA",Pennsylvania,PA,USA,USA,29/11/1987,30,2009
,,,,,,,,,,,,,,,,,,,,,,,,,48a2b27a-87a2-4051-ad03-c95a026ca772,ACT,Zaza Pachulia,Zaza,Pachulia,Z.Pachulia,83,270,C,C,27,15,,"Tbilisi,, GEO",,,Georgia,GEO,10/02/1984,34,2003
